ts_code,trade_date,label
000001.SH,20210810,0.07621678939947392
000001.SH,20210811,-0.22317421909899635
000001.SH,20210812,-0.4620478283364259
000001.SH,20210813,-0.4324437493483858
000001.SH,20210816,-2.4244121496974538
000001.SH,20210817,-1.3399511575158067
000001.SH,20210818,-1.6790697655944538
000001.SH,20210819,-2.5590582577817926
000001.SH,20210820,-1.1432658277705992
000001.SH,20210823,0.8373803710048491
000001.SH,20210824,0.7373143781809642
000001.SH,20210825,-1.0936498210631789
000001.SH,20210826,-0.5148312031828601
000001.SH,20210827,-0.3455133973190554
000001.SH,20210830,0.10045521337136824
000001.SH,20210831,0.6535268286976219
000001.SH,20210901,0.8393875496874115
000001.SH,20210902,-0.4255773896033479
000001.SH,20210903,0.6899195466853757
000001.SH,20210906,1.511027775154049
000001.SH,20210907,-0.03808151833008076
000001.SH,20210908,0.4499554015673157
000001.SH,20210909,0.2702504672459806
000001.SH,20210910,0.3311270528452845
000001.SH,20210913,-1.4203367990873963
000001.SH,20210914,-1.5920100389401108
000001.SH,20210915,-2.914380881829796
000001.SH,20210916,-2.72936308428633
000001.SH,20210917,-2.338462823766004
000001.SH,20210922,-0.5564651245842622
000001.SH,20210923,-1.1803409594906498
000001.SH,20210924,-1.630590504627347
000001.SH,20210927,-1.0982860894414832
000001.SH,20210928,-2.90828089370978
000001.SH,20210929,-2.0331993088611604
000001.SH,20210930,-0.5784752473334814
000001.SH,20211008,-0.29175632438055576
000001.SH,20211011,-1.5346709683121962
000001.SH,20211012,-0.8464056204965591
000001.SH,20211013,-0.9433610345355341
000001.SH,20211014,-0.5512105145680071
000001.SH,20211015,-0.6562558929124727
000001.SH,20211018,0.5818860339681864
000001.SH,20211019,-0.17122564740001334
000001.SH,20211020,0.04535848776616793
000001.SH,20211021,-0.33881042781135223
000001.SH,20211022,0.4194828889676216
000001.SH,20211025,-0.3386527786403756
000001.SH,20211026,-1.3174296439980886
000001.SH,20211027,-2.5332266108964903
000001.SH,20211028,-1.732101936511377
000001.SH,20211029,-1.8112351423015385
000001.SH,20211101,-2.557494880599021
000001.SH,20211102,-1.790088058709847
000001.SH,20211103,-0.577064011498661
000001.SH,20211104,-1.5721205554782345
000001.SH,20211105,-1.2935241972763565
000001.SH,20211108,-0.5632167961484847
000001.SH,20211109,-0.9754865346871514
000001.SH,20211110,0.16785725637356352
000001.SH,20211111,0.17873713147283796
000001.SH,20211112,-0.16381565009094332
000001.SH,20211115,-0.4892062677400247
000001.SH,20211116,-0.04899550456355895
000001.SH,20211117,-0.5196123014544763
000001.SH,20211118,0.6010906388013566
000001.SH,20211119,0.6096635819153078
000001.SH,20211122,0.1956879965568624
000001.SH,20211123,0.1006689886298188
000001.SH,20211124,-0.2372503707167441
000001.SH,20211125,-0.7964227486133358
000001.SH,20211126,-0.8351846555622044
000001.SH,20211129,-0.8020508238575209
000001.SH,20211130,-0.4402591085679919
000001.SH,20211201,-0.28857377316110183
000001.SH,20211202,0.8540083742690961
000001.SH,20211203,-0.5024654378812831
000001.SH,20211206,-0.3421824532142295
000001.SH,20211207,0.8353670513890715
000001.SH,20211208,0.9752038965599954
000001.SH,20211209,-0.18222774087042387
000001.SH,20211210,0.2189139615422832
000001.SH,20211213,-0.5312758585655126
000001.SH,20211214,-0.9087463957608258
000001.SH,20211215,-0.16478850511889473
000001.SH,20211216,-1.3234750000135898
000001.SH,20211217,-2.3764778942713094
000001.SH,20211220,-1.3575695996969652
000001.SH,20211221,-1.4257951530006845
000001.SH,20211222,-0.8619527098657388
000001.SH,20211223,-0.6940226892413105
000002.SH,20210303,-2.2783369338637853
000002.SH,20210304,-2.0950952282916218
000002.SH,20210305,-4.348826262267251
000002.SH,20210308,-6.087896419817799
000002.SH,20210309,-6.132069495807889
000002.SH,20210310,-1.9051120377909871
000002.SH,20210311,-1.3992681249248111
000002.SH,20210312,-0.9604422933115704
000002.SH,20210315,-0.18391036678686945
000002.SH,20210316,-0.2175786869200358
000002.SH,20210317,0.2905294767441307
000002.SH,20210318,-1.6877626436810245
000002.SH,20210319,-0.5671248108475113
000002.SH,20210322,-1.4894784673814447
000002.SH,20210323,-2.774507370187233
000002.SH,20210324,-2.875605412615852
000002.SH,20210325,-0.7303437062473739
000002.SH,20210326,-0.2377931527607432
000002.SH,20210329,0.623021848144487
000002.SH,20210330,-0.42754122025956703
000002.SH,20210331,0.2795259071923703
000002.SH,20210401,0.5217742161882083
000002.SH,20210402,-0.041133077044942165
000002.SH,20210406,-0.1375875826789042
000002.SH,20210407,-0.05407563546811647
000002.SH,20210408,-0.9700128560374116
000002.SH,20210409,-2.0528096906167246
000002.SH,20210412,-2.486347131216409
000002.SH,20210413,-1.8920412606379853
000002.SH,20210414,-2.402123015733871
000002.SH,20210415,-0.6984337619984081
000002.SH,20210416,1.4864895830488205
000002.SH,20210419,-0.13242280537554826
000002.SH,20210420,-0.13311142152183658
000002.SH,20210421,-0.3586482986311537
000002.SH,20210422,-0.0966367136933046
000002.SH,20210423,-1.0464660891527422
000002.SH,20210426,-0.9088914141822528
000002.SH,20210427,-0.4929850976903806
000002.SH,20210428,0.020942097243115985
000002.SH,20210429,-0.8077657442825542
000002.SH,20210430,-0.96800266715596
000002.SH,20210506,-1.6136343000913322
000002.SH,20210507,-1.3516191185750217
000002.SH,20210510,-0.9527373011442358
000002.SH,20210511,0.4606053292021124
000002.SH,20210512,-0.9584725715327026
000002.SH,20210513,0.7997130585947029
000002.SH,20210514,0.7810299203739606
000002.SH,20210517,0.32420491738274465
000002.SH,20210518,-0.5117404023633978
000002.SH,20210519,-0.6230379179867905
000002.SH,20210520,-1.2020666966494982
000002.SH,20210521,-0.8981605969433277
000002.SH,20210524,1.4865837953585588
000002.SH,20210525,0.33525633450801506
000002.SH,20210526,0.4325649693712736
000002.SH,20210527,-0.22419740601293392
000002.SH,20210528,0.18290073604401805
000002.SH,20210531,0.25530698860530765
000002.SH,20210601,-0.7627203200997099
000002.SH,20210602,-1.121973426740139
000002.SH,20210603,-0.90977782378425
000002.SH,20210604,-0.6965531288725091
000002.SH,20210607,-1.2341970889015244
000002.SH,20210608,-0.2279034767233486
000002.SH,20210609,0.3125867346754902
000002.SH,20210610,-0.5850013476292341
000002.SH,20210611,-1.5042691747586756
000002.SH,20210615,-2.563689914277256
000002.SH,20210616,-2.3611135367527325
000002.SH,20210617,-2.374937272026936
000002.SH,20210618,-1.6862434532905242
000002.SH,20210621,0.026355594999086147
000002.SH,20210622,0.24734745519099946
000002.SH,20210623,0.011008363707994634
000002.SH,20210624,1.1479804189854332
000002.SH,20210625,-0.032681057368397035
000002.SH,20210628,-0.9541689292793852
000002.SH,20210629,-0.4546602029504678
000002.SH,20210630,-0.5213498699448382
000002.SH,20210701,-2.4645161413165093
000002.SH,20210702,-2.003052992788985
000002.SH,20210705,-1.7025144951671023
000002.SH,20210706,-1.048522118720019
000002.SH,20210707,-1.7688952952444563
000002.SH,20210708,-0.8348353643685226
000002.SH,20210709,-0.16689243667951326
000002.SH,20210712,0.3584524040157068
000002.SH,20210713,-1.067722950607493
000002.SH,20210714,-0.0545867620266932
000002.SH,20210715,-0.7649262625271923
000002.SH,20210716,-0.7673793897400548
000002.SH,20210719,-0.8319766229014838
000002.SH,20210720,-0.05282858856127917
000002.SH,20210721,0.285598785432281
000002.SH,20210722,-0.6816744074022772
000002.SH,20210723,-3.0039377957557165
000002.SH,20210726,-5.4186421525371244
000002.SH,20210727,-5.9661804043082665
000002.SH,20210728,-4.562465566506595
000002.SH,20210729,-4.311441950459204
000002.SH,20210730,-0.0893905133237679
000002.SH,20210802,-0.4709938627638448
000002.SH,20210803,0.3724209895360239
000002.SH,20210804,-0.3073942688754858
000002.SH,20210805,-0.547579311291181
000002.SH,20210806,0.4996707175952758
000002.SH,20210809,1.0110110703170394
000002.SH,20210810,0.07643633837422248
000002.SH,20210811,-0.22367811224175616
000002.SH,20210812,-0.4635614561805109
000002.SH,20210813,-0.4340949432114668
000002.SH,20210816,-2.426822575400236
000002.SH,20210817,-1.3421686057126618
000002.SH,20210818,-1.6806685611003198
000002.SH,20210819,-2.56079612512422
000002.SH,20210820,-1.1444361051634715
000002.SH,20210823,0.8386493032864761
000002.SH,20210824,0.7381262623361237
000002.SH,20210825,-1.0942272470798775
000002.SH,20210826,-0.5147876365914464
000002.SH,20210827,-0.34691888069134025
000002.SH,20210830,0.09949504894967774
000002.SH,20210831,0.6539297221075425
000002.SH,20210901,0.8397301045394323
000002.SH,20210902,-0.4259296561427598
000002.SH,20210903,0.6895521452158707
000002.SH,20210906,1.5115298480372106
000002.SH,20210907,-0.03860760180228319
000002.SH,20210908,0.4495007533893154
000002.SH,20210909,0.27073605567479164
000002.SH,20210910,0.3310405121979991
000002.SH,20210913,-1.421070982183544
000002.SH,20210914,-1.5937453462474145
000002.SH,20210915,-2.9170770914251465
000002.SH,20210916,-2.73071769336223
000002.SH,20210917,-2.340687804313204
000002.SH,20210922,-0.5591088582407094
000002.SH,20210923,-1.1809448910912417
000002.SH,20210924,-1.628793969583327
000002.SH,20210927,-1.0977735352658586
000002.SH,20210928,-2.909241594060455
000002.SH,20210929,-2.034600747965401
000002.SH,20210930,-0.5814899880118053
000002.SH,20211008,-0.2953251142919711
000002.SH,20211011,-1.539647863440205
000002.SH,20211012,-0.8475892242172647
000002.SH,20211013,-0.9444601310967271
000002.SH,20211014,-0.551932278287164
000002.SH,20211015,-0.6568838753861368
000002.SH,20211018,0.5816546838684448
000002.SH,20211019,-0.16940546311837829
000002.SH,20211020,0.04687310252696704
000002.SH,20211021,-0.3383018211559858
000002.SH,20211022,0.42065960440977535
000002.SH,20211025,-0.33957809035277936
000002.SH,20211026,-1.3192249204691568
000002.SH,20211027,-2.5326748063416593
000002.SH,20211028,-1.731088873337551
000002.SH,20211029,-1.810355391217492
000002.SH,20211101,-2.5598937383082996
000002.SH,20211102,-1.7916581177167614
000002.SH,20211103,-0.5806790156779795
000002.SH,20211104,-1.5728707030698224
000002.SH,20211105,-1.2948806954628491
000002.SH,20211108,-0.5604384119576038
000002.SH,20211109,-0.973204788347526
000002.SH,20211110,0.17011922387000003
000002.SH,20211111,0.17634479312504722
000002.SH,20211112,-0.1637481957973849
000002.SH,20211115,-0.4886724991598181
000002.SH,20211116,-0.04831427790712137
000002.SH,20211117,-0.5194458902330267
000002.SH,20211118,0.6051956451904071
000002.SH,20211119,0.6108462411384437
000002.SH,20211122,0.19524601354631052
000002.SH,20211123,0.10083157538032553
000002.SH,20211124,-0.2392540184578004
000002.SH,20211125,-0.7991422559261998
000002.SH,20211126,-0.8352604795830857
000002.SH,20211129,-0.8019042377352514
000002.SH,20211130,-0.4389426475008565
000002.SH,20211201,-0.2831485107043729
000002.SH,20211202,0.8554945495515709
000002.SH,20211203,-0.4986173204832832
000002.SH,20211206,-0.33920524379589445
000002.SH,20211207,0.8399172727678311
000002.SH,20211208,0.97601377035343
000002.SH,20211209,-0.18068662736617025
000002.SH,20211210,0.2206796121649349
000002.SH,20211213,-0.5319662871435651
000002.SH,20211214,-0.9149363993749654
000002.SH,20211215,-0.1689162396267256
000002.SH,20211216,-1.329834078249421
000002.SH,20211217,-2.3853150091545317
000002.SH,20211220,-1.3636555867167681
000002.SH,20211221,-1.4377773774562346
000002.SH,20211222,-0.8711276971955408
000002.SH,20211223,-0.6946982081547408
000003.SH,20210303,-1.2747514371154844
000003.SH,20210304,-1.6990130529377785
000003.SH,20210305,-3.207909061683887
000003.SH,20210308,-3.4508832194918595
000003.SH,20210309,-3.0384612760437633
000003.SH,20210310,-0.3480684477700168
000003.SH,20210311,0.2328153358688664
000003.SH,20210312,-0.3592990818907252
000003.SH,20210315,-0.06935269999340693
000003.SH,20210316,-0.4700843221384079
000003.SH,20210317,-0.4801372076421453
000003.SH,20210318,-1.3562441442959454
000003.SH,20210319,-0.7725729869482518
000003.SH,20210322,-1.4816507297269346
000003.SH,20210323,-1.3877575388802723
000003.SH,20210324,-0.887490598963123
000003.SH,20210325,-0.0550827821976687
000003.SH,20210326,0.5923246124400956
000003.SH,20210329,0.22356293792466286
000003.SH,20210330,-0.17868753213750352
000003.SH,20210331,0.14514036274097586
000003.SH,20210401,0.05366272489560365
000003.SH,20210402,0.1088525261587359
000003.SH,20210406,0.25014134629864426
000003.SH,20210407,0.4334465600796709
000003.SH,20210408,-0.23554063489145086
000003.SH,20210409,-1.3212124437048625
000003.SH,20210412,-1.3181487626759831
000003.SH,20210413,-0.8475109204103998
000003.SH,20210414,-0.8091745959569031
000003.SH,20210415,0.051720661555743716
000003.SH,20210416,1.3847106331576922
000003.SH,20210419,-0.14639101338431262
000003.SH,20210420,0.051465901848309965
000003.SH,20210421,0.2628506998469571
000003.SH,20210422,-0.8045128964290833
000003.SH,20210423,-1.1997804863133534
000003.SH,20210426,-1.3168438633455748
000003.SH,20210427,-0.7619443956901001
000003.SH,20210428,-0.6460723013277961
000003.SH,20210429,-0.3667430847985557
000003.SH,20210430,-0.6308092967933212
000003.SH,20210506,-0.7927581829750716
000003.SH,20210507,-0.31094825629171424
000003.SH,20210510,-0.02737783490486112
000003.SH,20210511,0.457634890752513
000003.SH,20210512,-1.4252307995985327
000003.SH,20210513,-0.4214047674573253
000003.SH,20210514,-0.034503535119985364
000003.SH,20210517,0.18712297824007976
000003.SH,20210518,-0.3348973262235977
000003.SH,20210519,-2.141102559376645
000003.SH,20210520,-1.8679334320560759
000003.SH,20210521,-1.5588952161837497
000003.SH,20210524,-0.9772439828908762
000003.SH,20210525,-0.15699125209192225
000003.SH,20210526,-0.4873622719568501
000003.SH,20210527,-0.2565946993315148
000003.SH,20210528,0.17416345257988528
000003.SH,20210531,0.3662111807182372
000003.SH,20210601,0.5400467151128592
000003.SH,20210602,1.4118935833537576
000003.SH,20210603,-0.8614788168032452
000003.SH,20210604,-1.2381494579883512
000003.SH,20210607,-0.8017052786848696
000003.SH,20210608,-0.3976205848383115
000003.SH,20210609,0.26849416633632583
000003.SH,20210610,-0.3565934644208553
000003.SH,20210611,-1.196968761371707
000003.SH,20210615,-1.816405241170504
000003.SH,20210616,-2.3298190507592267
000003.SH,20210617,-2.4926201619389436
000003.SH,20210618,-2.290334285755484
000003.SH,20210621,-1.5010023190912334
000003.SH,20210622,-0.4768704388584554
000003.SH,20210623,0.7679363330622762
000003.SH,20210624,0.4856402262981714
000003.SH,20210625,-0.2243566721578274
000003.SH,20210628,-0.2664333608480319
000003.SH,20210629,0.21572153082215498
000003.SH,20210630,-0.2378952109586833
000003.SH,20210701,-0.7635049789971495
000003.SH,20210702,0.9302744568144236
000003.SH,20210705,0.9918598419776286
000003.SH,20210706,0.1200751420633021
000003.SH,20210707,-0.3876558049355465
000003.SH,20210708,-0.12465162404025618
000003.SH,20210709,0.7412319786679917
000003.SH,20210712,0.8166169900220227
000003.SH,20210713,-0.044853182346530567
000003.SH,20210714,0.1958500792771321
000003.SH,20210715,0.12200204028142465
000003.SH,20210716,-1.6260551523073163
000003.SH,20210719,-2.1772768877856628
000003.SH,20210720,-0.972152642542078
000003.SH,20210721,-0.4647378551545789
000003.SH,20210722,-0.619851365247493
000003.SH,20210723,-1.4431074909592922
000003.SH,20210726,-2.7814653743511677
000003.SH,20210727,-3.6893583783791857
000003.SH,20210728,-3.066650722121381
000003.SH,20210729,-3.7128170608109436
000003.SH,20210730,-1.084758700608735
000003.SH,20210802,-0.06416658935362622
000003.SH,20210803,0.939867792758608
000003.SH,20210804,0.03595712679867582
000003.SH,20210805,0.3003551364072818
000003.SH,20210806,0.9005901343277058
000003.SH,20210809,0.3943303942468417
000003.SH,20210810,-0.061484442544215916
000003.SH,20210811,0.028528781340491405
000003.SH,20210812,0.3886599798237364
000003.SH,20210813,0.11356554359613208
000003.SH,20210816,-1.5137064977335302
000003.SH,20210817,-0.5530322304805319
000003.SH,20210818,-1.1870207919644429
000003.SH,20210819,-1.4913127195154825
000003.SH,20210820,-0.4231483168158852
000003.SH,20210823,-0.06693766784024757
000003.SH,20210824,0.17152068698986525
000003.SH,20210825,-0.7373174864721929
000003.SH,20210826,-0.5424326383257844
000003.SH,20210827,0.5268871286575703
000003.SH,20210830,0.16773970281285028
000003.SH,20210831,0.4057007189974461
000003.SH,20210901,0.6276070210479839
000003.SH,20210902,-0.2077986618997404
000003.SH,20210903,0.9177928763221682
000003.SH,20210906,1.1977110786161622
000003.SH,20210907,0.2896468675940457
000003.SH,20210908,0.44281113556489227
000003.SH,20210909,-0.03291391227450625
000003.SH,20210910,0.3527881111920538
000003.SH,20210913,-0.9618172144948582
000003.SH,20210914,-0.5042229933013289
000003.SH,20210915,-1.2244902357986036
000003.SH,20210916,-1.8812446361644624
000003.SH,20210917,-0.9424903428508036
000003.SH,20210922,0.6332562237940953
000003.SH,20210923,-1.4284268898590322
000003.SH,20210924,-2.737127546290312
000003.SH,20210927,-1.4131068114432046
000003.SH,20210928,-2.3142288008863376
000003.SH,20210929,-1.1678779215784298
000003.SH,20210930,1.0230734240868582
000003.SH,20211008,0.6309060978725525
000003.SH,20211011,-0.3630221612781061
000003.SH,20211012,-0.7509338018411907
000003.SH,20211013,-0.8979138545483106
000003.SH,20211014,-0.7376141809325941
000003.SH,20211015,-0.27449846092316893
000003.SH,20211018,0.253912621258418
000003.SH,20211019,-1.278598634751836
000003.SH,20211020,-0.8752818074537209
000003.SH,20211021,-1.5215459478302782
000003.SH,20211022,-1.1794481288556642
000003.SH,20211025,-0.9432870535727113
000003.SH,20211026,-0.5033369629997486
000003.SH,20211027,-3.172763233088717
000003.SH,20211028,-2.103214351904945
000003.SH,20211029,-1.1261733902459707
000003.SH,20211101,-2.448065064430546
000003.SH,20211102,-1.5357209207661917
000003.SH,20211103,-0.15681177590793105
000003.SH,20211104,-2.0844661160749856
000003.SH,20211105,-1.5375941645597329
000003.SH,20211108,-1.4693329524979784
000003.SH,20211109,-2.006069746197825
000003.SH,20211110,-0.6931739279235054
000003.SH,20211111,-0.07127979600296529
000003.SH,20211112,0.4105392585062182
000003.SH,20211115,0.1137718519061262
000003.SH,20211116,1.7606913097103511
000003.SH,20211117,-0.043002200806611726
000003.SH,20211118,0.9197653000284493
000003.SH,20211119,-0.9081050037159316
000003.SH,20211122,-0.004952198811892069
000003.SH,20211123,0.2476455679245613
000003.SH,20211124,0.31480727916312634
000003.SH,20211125,-0.4434142043467758
000003.SH,20211126,-0.624060499326345
000003.SH,20211129,-1.0118885030802696
000003.SH,20211130,-0.1875547137912976
000003.SH,20211201,0.2820760542512811
000003.SH,20211202,1.0296032120341767
000003.SH,20211203,-1.429915702392065
000003.SH,20211206,-0.9004286739850206
000003.SH,20211207,-0.08951834584083143
000003.SH,20211208,0.2189702662716144
000003.SH,20211209,-0.3436134753146273
000003.SH,20211210,-0.042393417192037666
000003.SH,20211213,-1.5491217584300938
000003.SH,20211214,-1.62253389816019
000003.SH,20211215,-0.904637142006775
000003.SH,20211216,-1.9140280843731927
000003.SH,20211217,-3.0419967076189702
000003.SH,20211220,-0.9349019254360009
000003.SH,20211221,-0.6983244157567121
000003.SH,20211222,-0.6405444346012183
000003.SH,20211223,-0.18434440439250985
000004.SH,20210303,-2.8947059385864526
000004.SH,20210304,-2.9435303608875234
000004.SH,20210305,-5.789358541150607
000004.SH,20210308,-7.970886563598675
000004.SH,20210309,-7.720207258762815
000004.SH,20210310,-2.4513943958453868
000004.SH,20210311,-2.0375630471317634
000004.SH,20210312,-1.7184039025283933
000004.SH,20210315,-1.1435655250876378
000004.SH,20210316,-0.6067309454527853
000004.SH,20210317,0.2987738008806831
000004.SH,20210318,-1.6940880775777631
000004.SH,20210319,-0.8901936473366765
000004.SH,20210322,-2.189616859572437
000004.SH,20210323,-3.7923819350481582
000004.SH,20210324,-3.6007543112843066
000004.SH,20210325,-0.7470647719152369
000004.SH,20210326,-0.15500501894931698
000004.SH,20210329,0.8495506503461562
000004.SH,20210330,-0.7454193220634574
000004.SH,20210331,0.4553950206808146
000004.SH,20210401,1.2267537959601609
000004.SH,20210402,-0.01616761305180243
000004.SH,20210406,-0.2911175354346086
000004.SH,20210407,0.0013745875143238641
000004.SH,20210408,-1.0453205323821018
000004.SH,20210409,-2.677679122581729
000004.SH,20210412,-2.8841205261965315
000004.SH,20210413,-2.027991209633675
000004.SH,20210414,-2.2802342770665507
000004.SH,20210415,-0.4146103207154392
000004.SH,20210416,1.844587074527344
000004.SH,20210419,0.01627379408456163
000004.SH,20210420,-0.11466345808362778
000004.SH,20210421,-0.21107597394743255
000004.SH,20210422,0.403045139511842
000004.SH,20210423,-0.7514222963454432
000004.SH,20210426,-0.8363211557902338
000004.SH,20210427,-0.185649709165197
000004.SH,20210428,-0.17736022480232286
000004.SH,20210429,-0.6026973023534651
000004.SH,20210430,-0.4532546939103247
000004.SH,20210506,-1.5419153929297622
000004.SH,20210507,-1.1414377250749432
000004.SH,20210510,-0.8817063123810874
000004.SH,20210511,0.4449580690619774
000004.SH,20210512,-1.28293622712089
000004.SH,20210513,0.00663064424731946
000004.SH,20210514,1.4211705075353944
000004.SH,20210517,0.4697166478181976
000004.SH,20210518,-0.3965567419404382
000004.SH,20210519,-0.91483496115007
000004.SH,20210520,-1.3847236842791608
000004.SH,20210521,-1.1538073016761812
000004.SH,20210524,1.177235342575027
000004.SH,20210525,0.2699593857838095
000004.SH,20210526,0.6977015971951638
000004.SH,20210527,-0.5337903447315364
000004.SH,20210528,0.3962288822434882
000004.SH,20210531,0.8210323975762582
000004.SH,20210601,-1.0401201746237905
000004.SH,20210602,-1.378748806784384
000004.SH,20210603,-1.0422543565747189
000004.SH,20210604,-0.5272438416008914
000004.SH,20210607,-1.6090080823733033
000004.SH,20210608,-0.2935392261609184
000004.SH,20210609,0.6344545239967939
000004.SH,20210610,-0.4616656653342189
000004.SH,20210611,-1.0044377302059109
000004.SH,20210615,-2.6538445209196944
000004.SH,20210616,-1.96997774262508
000004.SH,20210617,-1.9129613548806543
000004.SH,20210618,-1.061759030668492
000004.SH,20210621,0.349506307453737
000004.SH,20210622,0.2947995116734653
000004.SH,20210623,-0.08587977830424579
000004.SH,20210624,1.1205419592183523
000004.SH,20210625,0.3314937393779166
000004.SH,20210628,-0.8473545081060069
000004.SH,20210629,-0.12424880763296445
000004.SH,20210630,-0.3430711422626206
000004.SH,20210701,-2.2814673627057447
000004.SH,20210702,-1.4656131906788634
000004.SH,20210705,-1.6097470288180495
000004.SH,20210706,-0.524611946626959
000004.SH,20210707,-0.607349378645732
000004.SH,20210708,0.011024818127762707
000004.SH,20210709,0.8298993923668596
000004.SH,20210712,0.7044237261094108
000004.SH,20210713,-0.9385436646490768
000004.SH,20210714,0.13706611664919266
000004.SH,20210715,-0.9550451004901136
000004.SH,20210716,-0.9799641837525715
000004.SH,20210719,-0.7268823612906996
000004.SH,20210720,0.593377445573854
000004.SH,20210721,0.3776227622576429
000004.SH,20210722,-0.6932483753675851
000004.SH,20210723,-2.7787781735820456
000004.SH,20210726,-5.40375456320439
000004.SH,20210727,-6.253828864992544
000004.SH,20210728,-3.986992692327089
000004.SH,20210729,-3.3536355213177447
000004.SH,20210730,0.9152229946639341
000004.SH,20210802,-1.1277753538805992
000004.SH,20210803,0.4780628986624935
000004.SH,20210804,-0.3702094904257731
000004.SH,20210805,-0.5382931441777731
000004.SH,20210806,0.17184842473179168
000004.SH,20210809,1.0245345511585215
000004.SH,20210810,-0.19582847376946835
000004.SH,20210811,-0.2547637680418581
000004.SH,20210812,-0.5831625100509225
000004.SH,20210813,-0.8039932061411802
